#Accession	NCBI-taxid (-1 = withdrawn)
12980023	1173297
5228386	376852
15012470	754046
11294912	331278
9830593	645664
11605364	1131315
1260302	205880
1497069	32604
14181793	1229755
15009608	754037
1487057	10280
5364493	399781
11447614	1100814
8658571	10334
15009996	756282
11541265	1109713
9925933	760732
3197111	262968
16214667	1327777
14295975	1206559
5176028	10455
14013348	1150989
13097024	706525
962652	12315
11447651	1100814
13036656	397544
10192218	1605972
16193407	1262532
6450036	543153
10359206	857312
15010788	754052
11541387	1109715
10323751	864178
7047224	92521
5129822	437444
11464122	50290
1497289	36363
14477340	1262528
12977946	84739
4484469	340435
5955686	129861
14016591	1204516
14297586	947843
14515716	1236000
4955181	262071
15009530	754037
14297097	984186
6450016	543152
10021834	268747
14477334	1262528
3197224	280701
2741780	248496
7018715	513550
935249	189836
1727454	70600
5797968	346884
15010288	889956
2952557	10345
14296978	1147137
912222	98383
14182497	1229754
6973115	564886
16880867	1327970
5076798	370623
16045608	754053
14857893	1256869
11536218	700512
5130588	382685
14005270	1079999
5176998	326574
1725071	35254
5220013	245685
8223361	104388
8303353	555387
8672888	670252
1260328	181007
918301	10506
12980151	1161901
15013697	382262
5659595	380598
9711680	861047
12980089	1173297
6920738	546805
920783	37665
3416607	310750
15011780	929832
13842652	166056
4606099	416419
1262560	37554
5141730	328615
8676888	682370
12979640	1162304
5470843	322019
10511673	753084
5142329	400567
11605247	756275
13405823	1161906
14536646	33706
14296185	685892
2948245	261939
10327167	445683
918694	132475
13994349	1141137
1258966	205868
16204958	1305708
14006817	942016
4961511	37296
13997138	1239381
14016367	1204516
5176152	12509
1487369	10320
14296811	1206557
10618844	1026955
5525617	458639
5741354	260827
10963674	1051792
918030	10506
11536505	1128424
16194856	1282994
6964581	560178
5845707	1785753
10021092	696472
8676684	673839
3725957	348137
14445394	1269028
5758929	480808
10323490	260149
13997091	1245909
2753565	230158
10511702	753085
2776880	10464
5141156	334778
15957281	1282995
16575384	1382932
14295747	1206558
13827213	1177632
10399564	764562
5660261	380598
8684142	665032
6920696	546805
4156946	373405
15010886	754074
14006849	942016
10326922	445700
14012434	1127516
6940295	561996
15613514	1293539
9486896	862909
11748021	930275
16187584	1195085
9284675	747763
4557757	10245
3654939	181082
16574884	1335230
5220154	438482
1489494	10623
2846106	279280
9978877	519497
14011258	317858
14536621	33706
14675434	1087482
4555794	55511
9398016	762905
3890624	28288
16574940	1335230
1262342	67571
935539	188763
7070001	565140
13994404	1141137
2641843	215158
10327532	444859
15010900	754074
2846196	279303
11258009	889338
16182877	1335638
5656081	300186
8797215	129726
15012071	869662
10351437	925984
944485	167927
14011279	317858
5132929	320836
1261225	10747
7057162	566270
7778930	573199
2776838	10464
14295586	1206558
11536470	1128424
7871856	641487
9887807	693272
2777403	10678
10327904	445696
14516010	1204533
9680147	746831
10327472	444859
3783727	10376
15087877	257463
1491889	11819
12983963	1070409
991065	31602
1258850	197783
13829057	57477
1486973	10271
5133136	320840
11467919	335797
1258228	169683
2773006	1921008
1463333	170617
15012094	869662
14006837	942016
16511945	1349409
5179419	389214
11948295	1156722
1494665	28321
5896824	490103
6446850	399183
5176196	12509
10327579	444859
3974514	320122
3197037	262968
3416219	115991
14011558	1136534
10358854	881953
14297222	1029988
3654728	181082
13165492	765765
6372587	198110
7056787	559170
5176441	59376
932361	10276
2658287	242527
5220043	300411
16546582	1340830
2769161	235266
1257842	198540
10359110	857312
12979448	1161927
11107248	1076255
10323874	910473
11257003	1094892
9384532	697227
16607504	1349410
911738	35252
2949791	45455
10359006	764561
6372310	198110
13997211	1239382
1457724	100880
3294518	268747
16191491	1235824
12979048	1187128
13853710	1241371
2658342	242527
5364592	399781
7943839	538979
912186	98383
11295044	1105286
7057159	566270
11536107	994601
15613761	1293572
16796784	1327977
4239164	382359
6334560	461322
1257945	198542
1260934	10658
1258415	169683
10323756	864178
932230	12433
922307	176106
15613859	1293572
11107159	1076255
9121945	761702
5950686	467481
4155883	364745
3416319	115991
6216255	491003
922233	46242
15010518	754049
5219951	245685
16385317	1337877
13842589	166056
16194866	1282994
12978641	1112008
16836076	1206545
16207409	1316739
10511739	562742
11107069	252584
15012292	756280
14857900	318844
8683886	663241
14007436	947981
11536586	1069378
10146740	909330
912069	262177
5075742	11630
9925936	760732
2648403	232237
16045674	754066
16045191	754038
16214526	1327776
4239062	382359
14536694	33706
922296	176106
1487707	10335
10024235	929766
16359835	663237
920560	35246
8672845	670252
7057138	566270
7956341	644007
14005330	1079999
16548111	1383056
5470814	322019
955260	10724
10192209	1605972
6492615	526118
13897268	683174
4155871	364745
10359203	857312
1487451	10325
2715866	10719
6128886	424716
7262201	557393
1446424	60714
3197327	298338
10322450	981330
929170	180504
2769174	235266
10581140	1016856
5659470	46021
14011104	1073767
16691416	1386090
14010833	1190451
5659027	46021
3294430	268746
15011047	754042
921909	130556
16546594	1340830
921446	28289
932183	10273
5076877	413066
3342411	279383
8303326	555387
995370	81931
5076640	326941
1260432	148943
6965794	208013
14010945	1190451
14182398	1147158
13997238	1245890
10351403	925984
16385438	1262533
5601713	330396
5950631	467481
13165222	1049283
4555772	55511
16207315	1315956
15013319	616674
15041054	1245814
2948176	261939
3773037	12336
15010526	754049
13996571	1211644
1487163	10280
14296486	1195073
6128909	424716
13436201	1211480
4239101	382359
5076775	370623
1497146	33708
7871771	111874
4157738	373413
1489803	11234
1494698	28321
8658530	10334
10359007	764561
16880806	1327968
16045235	754038
4239110	382359
5850435	490711
3238874	39640
10618845	1026955
10359218	857312
14013331	1150989
5184171	359919
14516612	1229753
14297180	1029988
6450105	543153
15010345	889956
10021305	700939
10020166	880162
10327563	444859
6435190	537874
940305	79700
10329493	445688
16548075	1340826
3077252	45709
5076781	370623
7009000	10685
13828200	1604355
9887634	693272
10973909	439014
14697565	1283079
6654013	10704
6449838	532077
956368	107804
13993834	1141136
15312453	573174
922184	46242
15011586	889953
5839484	139871
10328960	444861
922158	46242
15012469	754046
16836186	1206545
921726	49964
1682452	10381
6803952	552525
5176703	273133
11258125	889338
1487689	10335
15311951	573175
5076401	265522
10323415	260149
9887884	693272
11536542	1128424
15041069	1245814
11294173	944969
5142499	329254
14012091	1141519
10020012	880159
2715746	10454
14011331	317878
10322482	981330
15012162	869662
3711588	329641
6940738	563121
5130408	55510
14697400	1273742
956513	11002
15011687	929832
15013328	616674
5470844	322019
15013497	536466
16205382	1309583
944558	197772
16574892	1335230
14516014	1204533
1486764	10261
1486955	10271
5601925	388452
10358702	582345
5950914	379529
15012407	754046
3974462	320122
5141652	328615
5291124	158463
1487301	10310
14697346	1273742
14182120	1147144
6870719	551790
2943477	269213
10329310	445685
2753534	230158
3773077	12336
14515376	1116482
14515214	1116482
7956336	644007
991162	36772
13165144	1049283
5601368	40522
17401042	1408258
14295647	1206558
11605366	1131315
1486957	10271
14182413	1147158
5237030	347327
3101730	294631
920770	37665
15042003	1195072
15041518	1262522
11459612	1109710
949325	192584
1261467	66797
921186	10397
9086756	687354
13993634	1141135
1481782	194966
1463394	170617
9926427	709484
1494710	28321
4155856	364745
10511784	562742
1442275	51677
15009417	754037
932757	151528
13827734	1604356
9861557	879630
13828280	1126950
14011819	1131317
11459742	319522
16028504	994994
11605260	756275
7737251	185218
2943297	222557
14515747	1188795
11294156	944969
3260356	238854
16575240	1340818
1497331	36363
12979881	1162295
7047201	92521
4960745	431894
5142396	128708
11537278	1124849
13997570	1141138
5950926	379529
1261550	10679
5601848	330398
7871826	641487
7256826	557393
11945565	642478
15614135	1293540
4643111	398839
15010854	754074
6186723	512792
16213950	1327770
10328944	444861
10220423	38170
5951087	503388
16193369	1262532
6218887	475178
13829132	57477
14181986	1147152
955665	175950
11040956	543876
10020554	880161
10358656	59241
940293	79700
13827597	1204526
16213793	1327765
3197456	298338
14013172	1127514
1487704	10335
14182146	1147144
5123509	437329
14295667	1206558
3726008	348137
1684891	10385
1494733	28321
1449951	83191
4961505	37296
1261477	66797
10351467	867696
13996949	10732
16207422	1316739
14017299	941970
955664	175950
5141639	292639
13993732	1141135
10894567	1035662
1488837	10497
11464106	50290
7944148	576791
13466409	159141
3974358	31508
1259445	205874
13997202	1239382
10327570	444859
13993708	1141135
16045161	754038
4443090	373862
5659882	380598
14182448	1229754
13998037	1141141
2715754	10454
13996040	1211643
8888120	318846
5133200	320841
9829304	10353
6989645	504346
920444	151538
9926076	760732
11257746	1094892
2943631	38804
6295453	523909
16836184	1206545
988089	220340
13995312	1211640
16186267	1007869
922142	46242
4960855	432587
1450437	85618
4179173	204507
16194022	1273749
10359219	857312
16194251	1273750
14012447	1127516
11295023	909297
5075553	235201
5601353	40522
8683399	674081
3342354	279383
12979251	1161927
14206451	1129191
3239084	10386
16194773	1273755
4213974	160844
919899	12345
14296595	1231048
5219969	245685
15013324	616674
6369806	482058
4155874	364745
13993685	1141135
10358932	881953
15010197	754075
16045615	754053
16511537	207656
1494462	1239565
11536862	764595
956187	1714273
16607095	1349410
14516795	1264737
5132914	320836
991123	33724
991215	43141
15613865	1293572
3192568	151599
9829342	10353
1488901	10497
1260029	205879
3031573	292443
16414236	994995
14297011	1147137
10192240	1605972
11536511	1128424
9384531	697227
1725069	35254
15012588	754058
5845580	1785753
5659602	380598
3345709	310539
16547447	1340713
1482878	217686
921327	696863
10324115	996650
16194913	1283071
16796869	1327977
15614066	1293540
13826561	1237159
16385324	1337877
7668758	627087
5141604	292639
1440680	47736
6450085	543153
14517139	1154689
9838705	907191
13164995	1049283
12979073	1187128
1461032	12657
3416228	115991
918220	10506
1487484	10325
16547216	1340709
951290	114777
2610705	115987
4960831	432587
1725092	35254
11464215	50290
15956854	536453
6372528	198110
922089	51313
5228176	347324
10324371	910475
17503266	1407493
14013333	1150989
17503441	1414736
1260706	10871
11538107	445693
16511363	207656
14005520	1079998
12980188	1129194
8676662	673839
3346417	305674
16212661	1325953
16575587	1382932
8658820	665033
6920888	546805
5132909	320836
7040217	572290
16204946	1305708
5142299	400567
16575377	1382932
5176981	326574
15613985	1293540
13842669	166056
11107095	252584
1486915	10271
13842695	166056
1258464	169683
11464189	50290
8676830	693627
11266396	180230
16187731	1195085
1440689	47903
11605371	1131315
6449765	532075
5228289	376852
5601399	40522
5950678	467481
15011544	754044
11464274	1535247
955988	120574
15613806	1293572
11541227	1109716
11541303	1109713
5783719	293178
16574836	1335230
920078	148603
14542628	1235314
919896	12345
15010183	754075
5850468	490711
16193778	1273748
3021991	285013
11468024	1714272
16797117	1327982
3778814	355246
14006934	37105
13994493	1141140
10326718	444860
16193855	1273748
5601387	40522
2703379	10298
14013729	1051675
1733073	176652
3654650	181082
6920708	546805
6904170	557289
5179481	389214
15011529	754044
2948358	279530
15013099	754041
11294180	944969
1487722	10335
15011584	889953
5141000	12194
10894562	1035662
5076398	265522
6904169	557289
6295422	523909
911729	11303
16575218	1340818
929037	619591
4818340	417280
16797105	1327982
6370016	482058
10323732	864178
13165494	765765
16207379	1316739
5950911	379529
15486176	1235661
2979162	256729
16900990	1340534
2672890	12402
944522	11021
10328175	444878
13997108	1245909
5601757	330397
14005653	1079998
16385321	1337877
10228492	979525
11107127	252584
13997149	1239381
9861747	879630
929350	179237
15926606	115992
11605033	1129145
14011992	1161931
17503368	1354510
16194867	1282994
5176793	273133
13993657	1141135
6779476	551895
15041051	1245814
1260458	148943
1260710	10871
15011480	754044
922332	176106
14206491	1129191
10228695	979525
5896716	484895
956437	10879
6653988	10704
16414344	1301279
5176446	59376
15382985	1281454
2741822	256994
6940317	561996
14697538	1283079
1489849	11290
1449922	83191
14516609	1229753
10351640	867696
940406	79700
14675421	1087482
10358855	881953
2943634	38804
7018700	513550
911864	35250
2952679	47929
15766317	251749
955928	106331
15012497	754058
920224	151534
15013675	382262
3707741	344021
4555777	55511
6989680	504346
12978870	1187894
11536819	764595
956012	120574
13853731	1241371
6870738	551790
16796658	1327974
1491999	12040
16546603	1340830
3077441	10359
15042063	547228
951721	51369
11605153	1129146
10581150	1016853
14697792	585059
5130611	382685
5133484	320845
951723	51369
1494224	12353
3260360	238854
929145	180504
949300	192584
3890554	28288
9398013	762905
14181507	1147153
14006394	483266
10511616	753084
6308658	390438
4961472	37296
5309126	446529
13827359	1204525
9829371	10353
15009191	885867
962684	12331
6940729	563121
5951089	503388
14012335	1150991
8684319	655098
955967	120574
13826452	1235559
10192217	1605972
11447664	1100814
1486569	10255
3101737	294631
7256790	557393
13994552	1141140
14005859	760530
1260357	181007
15010048	754075
5075701	10752
1261141	10690
9711590	861045
955994	120574
3772960	12336
16511689	1325731
5660367	380598
5896896	490103
15012449	754046
2948341	279530
10511757	562742
1261844	75590
10019995	880159
6216201	491003
11536467	1128424
920518	35246
11107090	252584
13995935	1211643
16360122	1327972
4818318	417280
10323701	260149
14340152	101850
15012316	756280
15613932	1293540
8684056	665032
10399917	999883
13229473	10359
15011192	754042
16194294	1273751
934997	154334
16205139	1307804
10547937	507474
4156446	233894
10324154	977927
955324	10724
11493289	487492
5845631	1785753
951330	114777
3342535	101570
15010073	754075
5176284	1307956
8097614	372457
3159468	11228
12979709	1162295
12979143	1114179
9926423	709484
1261342	66797
932091	10273
10329106	444861
10328294	444878
955347	10724
14016855	1217810
955467	43685
16511523	207656
3342427	279383
13842655	166056
16194411	1273752
920799	37665
5364499	399781
927295	35343
10328609	445686
16182875	1335638
10327965	445696
14477327	1262528
16212574	1325953
1497171	33708
14006891	37105
6989691	504346
9887527	693272
935500	188763
1725333	50948
12980137	1161901
9487533	186541
9086739	687355
1261150	31537
10399512	764562
14017128	749413
5839466	139871
1732873	154339
5076291	265522
10323406	260149
13828147	1604355
2767404	266799
16045537	754051
16151498	1262530
5141415	161494
14297298	1029988
7256820	557393
5758921	480808
10323757	864178
14857927	211977
10324196	977927
1487331	10310
944541	12136
932107	10273
7057053	566270
988098	223262
5247225	447909
17526735	1406783
3974390	31508
14007498	936152
10328213	444878
8672874	670252
951270	114777
10358985	764561
2744120	255131
15009846	754048
15012388	754046
6449833	532077
16185611	929833
16797274	1327985
3654684	181082
5076064	260797
14697773	1283076
14444737	1262513
15613411	1293539
5309129	446529
9711692	861047
12978991	1183239
16547343	1340713
3197221	280701
1489282	10589
4157765	373413
6972514	566972
949342	192584
16797337	1327985
917847	10506
11605055	1129145
1487694	10335
14697816	585059
16796651	1327974
7944114	576791
14014018	1150990
10021234	700939
918073	10506
14010516	1051676
2656264	12506
4239074	382359
935333	180170
10020367	880161
4156889	373405
5955655	129861
15614068	1293540
10051546	75387
5075720	10986
10511683	753084
16194371	1273752
920141	148603
9861690	879630
15012790	755272
13165184	1049283
5950877	379529
10324144	977927
944571	47000
5601958	388452
16215717	1336600
14038977	1261657
11293798	883876
13165439	765765
14006887	37105
14536708	33706
14697701	1283076
6492602	526118
14295963	1206559
15614166	1293540
1260518	148943
5176270	1307956
16548139	1383056
3197030	262968
12979017	1187128
12979259	1161927
10327246	445683
16194396	1273752
920676	37665
15613002	10288
3890502	28288
920236	151534
16151526	1262530
5141059	31507
951274	114777
7040062	47049
14011267	317858
13995806	1211643
1490005	11723
16385477	1262536
14698244	1131316
3160798	11207
16747423	109993
16207360	1315956
10328453	445684
11117538	1054968
11605079	1100790
16536400	1368616
14697268	1273741
16575190	1340818
3101697	294631
14016808	1221835
2741814	256994
11257972	1080800
14011135	1051673
920771	37665
8303273	555387
16513047	1349409
16546148	1383059
16205215	1307804
15012242	869662
15009610	754037
5236993	347327
4261803	379728
3238875	39640
10379892	877240
11294168	944969
16045643	754053
3294223	268746
920790	37665
17526747	1406783
7751006	632112
11538086	445693
16836125	1206545
14007561	936152
16796678	1327974
14016781	1221835
920475	151539
14013318	1150989
16511433	207656
10020230	880162
9926615	760939
14013943	1137745
13828973	57477
14005620	1079998
8763925	36355
1493967	12153
5076544	936060
6654090	10704
13994528	1141140
10581131	1016854
5076189	260797
11295027	909297
9284683	747763
1257716	198538
5076336	265522
2845932	264729
16797300	1327985
6492630	526118
10020357	880162
6904271	99179
14697369	1273742
2657930	227470
11945659	1159904
6372636	198110
13829199	264076
9925702	762660
10328644	445686
16606990	1349410
1491868	11768
3654888	181082
13164950	1049283
920496	35246
16213930	1327770
6216137	491003
920223	151534
8683523	150286
6940312	561996
1449894	83191
5076511	306276
16194143	1273749
16414425	1301279
13246804	558690
14697580	1283079
14012559	1127515
5076558	322855
14006660	926589
17503354	1354510
2947959	129727
14012669	1147094
10971111	10506
11273191	656190
921753	49964
5758778	459290
16489448	1367203
14013138	1127514
5219948	245685
5950661	467481
6740913	496874
7011956	305676
1487925	32603
8887725	745177
935493	188763
15012477	754058
2943150	40051
11258194	889338
919911	12345
5950838	379529
14697704	1283076
3726005	348137
1403460	39113
949344	192584
7057049	566270
6927803	446138
13997426	1244856
940303	79700
7871848	641487
4495945	407392
16385189	948071
10228768	979533
12978697	1112008
12978636	1112008
5798027	346884
14007567	936152
5141405	161494
911999	262177
10973786	489830
917793	10506
1489813	11246
1489013	10570
995343	649604
11537938	1109717
13997779	1141138
10963789	68347
11459991	50292
15013078	754041
15302077	1305710
14013299	1150989
14675431	1087482
1494290	12353
6449931	543152
5141758	328615
14296827	1206557
5912363	499235
5076836	413066
911969	262177
5850503	490711
16796876	1327977
1463421	170617
13165530	765765
16385323	1337877
10323914	910474
7047354	573591
1260443	148943
5176188	12509
6386656	338079
2559630	242861
15765969	251749
912095	262177
5076715	348449
15613958	1293540
15010051	754075
14515757	1188795
16575536	1382932
6803878	552525
11536016	994601
912169	98383
15040990	1245814
3238796	39640
12979189	1114179
5176064	10455
8683553	150286
16187669	1195085
8684325	655098
6492596	526118
5848386	208899
5601836	330398
14013272	1150989
16797051	1327981
962147	12302
14181405	1239383
3783702	10376
8673590	693582
14697578	1283079
10963888	68347
11536166	1109721
16194931	1283071
15009831	754048
5141269	85655
16194654	1273754
14012446	1127516
10228657	979525
16207334	1315956
5076794	370623
16881023	1327971
14013221	1141132
4239065	382359
1260306	205880
944529	11039
14017086	1198013
7057060	566270
13828666	1141133
1489559	10654
988148	223303
10358754	582345
955675	175950
11747897	930275
7874787	490913
15486172	1235661
15012273	756280
7871761	111874
15011180	754042
16194904	1283071
1257927	198542
5470698	322019
11605019	1129145
11107193	1076255
11266523	693999
920386	151537
1260168	205879
15010189	754075
13165395	1162306
10192251	1605972
14013340	1150989
16796664	1327974
3655088	181082
14296985	1147137
10322486	981330
6372633	198110
12980154	1161901
2559629	242861
6369777	482058
1488927	10537
14297111	984186
11257134	1094892
14515764	1188795
11541515	1109712
5950953	379529
15302145	1296646
955280	10724
956079	194802
9925696	762660
16881326	1328030
16214531	1327776
5470693	322019
15152062	1213588
13997155	1239381
1262333	67571
10329535	445688
917838	10506
3431477	320432
15486237	146015
12979946	1173297
15040973	1262516
1489161	225725
11605031	1129145
14444772	1262513
10327975	445696
3654724	181082
1261677	40631
2777903	255431
3416379	115991
13405828	1161906
1259336	205872
5850486	490711
16479721	1367205
2776862	10464
9924849	212035
16212616	1325953
5845600	1785753
15013107	754041
6216258	491003
15013424	536466
1449910	83191
5176704	273133
920389	151537
4421908	103881
6760335	543939
14444773	1262513
5850424	490711
3890525	28288
11537434	1124849
10511700	753085
7943190	576789
1463412	170617
5075679	10752
14182349	1147156
5142541	331627
14297017	1147137
6216264	491003
5896809	490103
935781	190478
5745445	384848
3964390	373126
1494157	12353
13164955	1049283
11538103	445693
10329183	445685
4643011	1307954
16548130	1383056
7943851	538979
6186741	512792
11175058	1081054
11107284	1076255
1260291	205880
10358658	59241
8684369	655097
919932	148363
9861510	879630
951324	114777
16747463	109993
16045575	754051
16213970	1327770
4960879	432587
2658376	244590
10511823	562742
1489207	225726
13853738	1241371
16207295	1315956
15011406	754064
9830619	645664
14297599	1188794
7871812	641487
11257624	1094892
1260453	148943
949216	198589
10323131	279006
921808	70600
14517160	1154689
6334566	515320
5659666	380598
10351293	743813
5656647	99000
7018717	513550
15311770	573173
4179130	204507
10358716	582345
11605074	1100790
4213972	160844
15312353	536474
6803877	552525
16797434	1327990
4157703	373413
10020139	880162
1261239	10747
14515311	1116482
951357	157898
10498686	1002724
14007183	947980
11541460	1109714
11464200	50290
16489443	1367203
5130573	382685
5141981	332054
5745442	384848
12979140	1114179
15614043	1293540
3725966	348137
955530	52979
13829111	57477
14013723	1051675
2777899	255431
12980004	1173297
16213971	1327770
14011765	1131317
12979032	1187128
16193453	1273713
919887	12345
9711364	871584
995366	79918
8684222	686439
16880858	1327970
11467759	1520004
1488986	10564
14013789	1051675
13826485	1235559
7070069	491893
5247149	406340
3293903	10366
9926647	760939
14675476	1087482
5076486	300740
16253938	1173749
11605233	756275
10172695	430911
5184220	359919
920530	35246
1733654	207830
14444748	1262513
5470815	322019
14016784	1221835
8673600	693582
6870706	551790
15040970	1262516
5076250	261726
15042084	547228
5912339	499235
10351414	925984
10327191	445683
4155961	364745
11605023	1129145
5179296	365048
935824	190478
16186426	1007869
2899261	103881
10329460	445688
13826803	1204539
13994162	1141136
14013932	1137745
13842699	166056
9086634	687364
2777421	10678
8207397	658401
5179389	389214
6492604	526118
956576	11612
8684039	665032
13994327	1141137
14005452	1079999
11294464	906669
14697612	1283076
13842684	166056
10400011	999883
8676705	673835
8363508	666363
14757626	1235430
5839469	139871
935264	12730
921387	28289
1494587	28314
5247232	447909
8676109	674082
13829107	57477
922167	46242
911924	35250
5179379	389214
7750898	632112
5580336	28358
3773039	12336
16213225	1327762
922121	46242
14012432	1127516
15009987	756282
8673578	693582
2637488	172667
2700902	205876
2545925	75320
5141579	255238
5220116	393598
16385450	1262536
5329865	53179
14013214	1127514
932343	88870
4155936	364745
15041002	1245814
14516090	1204533
16796810	1327977
912089	262177
9829361	10353
920554	35246
14011821	1131317
5076149	260797
13826705	1204524
940352	79700
1487682	10335
951286	114777
921423	28289
10146731	931210
6449730	532075
15012269	756280
11748027	930275
10172697	430911
1684928	10385
4306273	113370
929362	179237
16747432	109993
8207392	658401
4156036	342564
4156298	345201
3021844	202566
2753559	230158
13826804	1204539
16547972	1340826
3778877	355246
11447620	1100814
13827570	1204526
2899266	103881
9711599	861045
5142270	379891
14005275	1079999
10511746	562742
4397438	379329
8658821	665033
3654657	181082
3197172	280701
4397447	379329
11459922	50292
11464120	50290
3197308	294382
5228177	347324
2947864	129727
14675964	419697
955227	10717
13994325	1141137
16397090	1208587
2886229	40059
921891	130556
5687525	396034
16797008	1327981
5247186	447909
1494881	28321
7047226	92521
14005514	1079998
2610707	115987
3294370	268746
7944121	576791
984340	205908
11447654	1100814
5797953	346883
14005534	1079998
16212483	1325372
3974339	31508
15012828	755272
10021421	700939
15010100	754075
15766239	251749
3678214	265294
11107083	252584
1497434	1671798
13842665	166056
920776	37665
14016843	1217810
1263038	136084
10021903	707757
1488949	10537
11945625	1159907
1258878	225588
9711489	861044
15011534	754044
6803906	552525
14006425	483266
2715835	10454
11536529	1128424
5142317	400567
9925468	212035
14295499	1206558
16193726	1273748
956112	159122
922348	176106
6386282	130310
16836173	1206545
16906094	1352230
5220382	12348
14011353	317878
917975	10506
14340182	101850
15312488	573174
8683764	637730
11266360	180230
13828917	1235661
11117751	673375
3416162	115991
955219	10717
16185647	929833
9861732	879630
11538164	445692
5797441	451705
16797549	1327993
5076314	265522
15012274	756280
1262353	93224
2700534	188350
15311869	573171
7871869	641487
7871741	111874
11175054	1081054
6779534	551895
5141891	1307957
5659298	46021
14017193	1147140
15012114	869662
1460753	113553
14011292	317858
4484266	315953
16548109	1340826
11537931	1109711
14013402	1150989
935285	156690
949247	192584
4156067	342564
9926110	760732
13997788	1141138
15013637	536466
10329347	445685
5470668	322019
4156285	345201
4432045	270161
15009922	756282
2672882	12402
5601954	388452
14006379	483266
1725565	53181
2944238	10754
3238763	39640
11027425	325676
1488613	10449
3197109	262968
9486895	862909
10329285	445685
10400124	995022
16511670	1325731
16479785	1367205
5950874	379529
2658343	242527
8746579	694581
14016892	1198013
10328206	444878
17035624	1398507
15312483	573174
4960872	432587
15040938	1262516
15311913	573171
14006083	757342
14698221	1131316
932340	88870
6186728	512792
5469761	399781
6295441	523909
12977623	1185359
929714	103807
13997078	1245909
14012959	1147094
10322989	279006
4432025	270161
11107100	252584
5141251	85655
1263069	136084
16575346	1076630
8919461	745177
5601767	330397
5076371	265522
15041499	1262522
3197428	298338
5580381	28358
3293877	10366
5132889	320836
7047206	92521
10359200	857312
6972595	566972
2703380	10298
6654073	10704
11266479	180230
16045162	754038
14295495	1206558
16414390	1301279
14296476	1195073
16214565	1327776
16797333	1327985
14012848	1147094
4179094	204507
15926609	115992
11464135	50290
8207461	658401
5797045	379501
13165396	1162306
3890488	28288
1263059	136084
934951	154334
15311920	573175
6218826	475178
5142508	329254
16199668	1300004
10061837	936005
8683857	663557
2767817	263374
16045098	754038
6128869	424716
3678220	265294
2636279	10677
11468007	1714272
10399534	764562
8554451	1604874
2700113	44088
5133103	320840
1724532	334203
6779542	551895
14206477	1129191
16213729	1327765
10351174	925986
5848318	42764
5845620	1785753
10399543	764562
1478326	191463
15009928	756282
956647	12280
8676698	673839
14515223	1116482
16385188	948071
984284	134681
11378338	1112770
14697530	1283078
932768	151528
10897009	981323
15012440	754046
16548063	1340826
15382983	1321391
16796914	1327980
2846292	111874
14017126	749413
11272604	195060
5525273	329164
16489419	1367203
5955748	129862
1488925	10537
922183	46242
7205466	329864
16512301	1349409
935550	188763
16575356	1076630
5601821	330398
10328215	444878
919913	12345
9501663	862944
3773139	36427
1497295	36363
7042933	311413
6989658	504346
5470743	322019
16212902	1327036
14297461	981335
11294425	906669
15613026	10288
14016754	1161935
16547137	1340709
11117679	1054461
5845764	1785753
14515629	1223260
11541203	1109716
14444794	1262513
14011173	317858
956091	194802
7047304	92521
15012410	754046
16511943	1349409
16193536	1273746
10963736	68347
2545876	75320
11541423	1109714
14295548	1206558
5955665	129861
16182878	1335638
14012364	1150991
7871748	111874
1259334	205872
14206497	1129191
13827579	1204526
3238769	39640
3562172	54289
5846804	464980
3197300	294382
6779491	551895
5601769	330397
911792	35252
15613891	1293572
921152	10397
10322507	981330
10323567	260149
6216278	491003
4961464	37296
11537909	1109711
8684269	655098
14477254	1262528
7011875	305676
5076422	279538
11464158	50290
11294274	944969
1258843	197783
1461289	157924
8303379	555387
11464096	50290
5666461	442493
14039089	1261657
5076571	322855
15011382	754064
1497322	36363
13997176	1239382
13828623	1141133
1486584	10261
1450421	85618
9829328	10353
10358900	881953
3707745	344021
11605379	1131315
2658106	227470
10358655	59241
15013429	536466
5176139	10455
5845627	1785753
11948259	1156720
7065758	12183
9887570	693272
1488802	10497
13829108	57477
5850413	490711
993379	59817
16212590	1325953
10723181	288456
1487461	10325
15011567	889953
11117543	1054968
6804910	39420
10020061	880159
1450412	85618
7853580	641832
10328933	444861
14013855	1137745
14014044	1150990
16489497	1367203
919945	148363
7871878	641487
10351604	867696
6940994	563123
11541521	1109712
7018724	513550
13165086	1049283
16797558	1327993
11537949	444876
10328957	444861
991158	36772
10328928	444861
9924578	212035
5601763	330397
10618687	1026955
12979715	1162295
6370002	482058
2715772	10454
14296832	1206313
15041491	1198014
14182420	1147158
2743889	77775
10323892	910474
920220	151534
14016590	1204516
935538	188763
14005983	760530
16204920	1305708
1488406	10401
14181734	1229755
9934507	707546
10327142	445700
6921279	546807
944526	44158
1486896	10271
5176394	1307956
15613947	1293540
5141925	1307957
7353031	348058
5950665	467481
951358	157898
935340	180170
3289506	10372
14181821	1229755
5141745	328615
8303361	555387
11605289	756275
8684318	655098
5130461	55510
16186388	1007869
15011194	754042
993311	46839
15766307	251749
1494402	12455
2777659	10726
13828126	1136731
3260333	238854
2700379	44088
3289530	10372
5076148	260797
2769164	235266
10323007	279006
14016860	1217810
7018710	513550
13842707	166056
8763994	36355
1494241	12353
15926756	115992
8683957	665032
11294954	331278
5660112	380598
1261676	40631
